Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,ID,What is your age in years?,"What sex were you assigned at birth, such as on an original birth certificate?",What is your gender?,"Please indicate your ethnicity (i.e. peoples’ ethnicity describes their feeling of belonging and attachment to a distinct group of a larger population that shares their ancestry, colour, language or religion)?",,What is your nationality?,,What is your religious affiliation?,,"As a Christian, which of these groups do you identify with? Select all that apply.",,,,,,,,,,Use the slider to indicate how important religion is in your life from 0 (not important at all) to 100 (extremely important).,How often do you think about religious issues?,To what extent do you believe that God or something divine exists?,How often do you take part in religious services?,How often do you pray?,How often do you experience situations in which you have the feeling that God or something divine intervenes in your life?,"The following items describe a variety of concepts. Please rate how disgusting you find the concepts described in the items, where 0 means that you do not find the concept disgusting at all and 6 means that you find the concept extremely disgusting.",,,,,,,,,,,,,,,,,,,,,With how many different partners have you had sex within the past 12 months?,With how many different partners have you had sexual intercourse on one and only one occasion?,With how many different partners have you had sexual intercourse without having an interest in a long-term committed relationship with this person?,Sex without love is OK.,I can imagine myself being comfortable and enjoying “casual” sex with different partners.,"I do not want to have sex with a person until I am sure that we will have a long-term, serious relationship.",How often do you have fantasies about having sex with someone with whom you do not have a committed romantic relationship?,How often do you experience sexual arousal when you are in contact with someone with whom you do not have a committed romantic relationship?,"In everyday life, how often do you have spontaneous fantasies about having sex with someone you have just met?",Below are items that relate to the cultures of different parts of the world. Work quickly and record your first reaction to each item. There are no right or wrong answers. Please indicate the degree to which you agree or disagree with each item using the following five-point scale: Strongly Disagree = 1; Disagree = 2; Neutral = 3; Agree = 4; Strongly Agree = 5,,,,,,,"The following questions concern values that people may or may not hold. Please click bubbles to indicate the degree to which you disagree or agree with each statement, where higher numbers mean you agree with the statement more and lower numbers mean you disagree with the statement more.",,,,,,,,,,,
1.10016E+11,270409977,6/20/24 16:32,6/20/24 16:40,41.13.192.70,,,,,5784808388,25,Male,Male ,African,,Other (please specify),South Africa ,Christian,,Catholic,,,,,,,,,,85,Very often,Very much so,Once a week,More than once a week,Very often,4,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all","0, Not disgusting at all","0, Not disgusting at all",2,"6, Extremely disgusting","0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all","6, Extremely disgusting",3,4,2,5,1,1,1,"1, Strongly Disagree","1, Strongly Disagree",2,3 – about once every two or three months,2 – very seldom,2 – very seldom,3,1,2,1,4,5,3,5,"6, Strongly agree","6, Strongly agree",1,5,"6, Strongly agree","6, Strongly agree",5,3,"6, Strongly agree","6, Strongly agree","6, Strongly agree"
1.10016E+11,270409977,6/20/24 16:34,6/20/24 16:40,142.198.18.171,,,,,2296655058,71,Female,female,White/Caucasian,,Canada,,None,,,,,,,,,,,,0,Rarely,Not at all,Never,Never,Never,"0, Not disgusting at all",2,3,5,"0, Not disgusting at all",5,5,4,3,"6, Extremely disgusting",5,3,5,2,3,3,5,2,"6, Extremely disgusting",3,3,0,2,2,7,7,4,3 – about once every two or three months,2 – very seldom,2 – very seldom,3,2,2,3,4,4,3,5,3,2,4,4,3,5,2,5,2,3,4
1.10016E+11,270409977,6/20/24 16:32,6/20/24 16:40,189.193.91.72,,,,,5839990873,22,Male,Male,Latino/Hispanic,,Mexico,,None,,,,,,,,,,,,10,Rarely,Not very much,Less often,Less often,Rarely,3,3,"6, Extremely disgusting",4,2,4,3,3,5,3,2,3,4,2,5,3,3,3,4,2,3,2,0,2,7,6,2,5 – about once every two weeks,3 – about once every two or three months,6 – about once a week,3,3,4,4,2,3,2,4,2,3,5,5,3,3,3,4,5,4,2
1.10016E+11,270409977,6/20/24 16:27,6/20/24 16:40,105.244.17.68,,,,,9057266547,31,Female,Female,African,,Other (please specify),South African,None,,,,,,,,,,,,0,Rarely,Not very much,Never,Never,Rarely,3,5,"6, Extremely disgusting",5,3,4,3,3,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",4,"6, Extremely disgusting",3,"6, Extremely disgusting",5,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",2,"6, Extremely disgusting",0,1,2,5,"1, Strongly Disagree",3,2 – very seldom,2 – very seldom,4 – about once a month,5,3,1,1,4,5,3,5,2,1,5,5,1,"6, Strongly agree",1,"6, Strongly agree",1,1,"0, Strongly disagree"
1.10016E+11,270409977,6/20/24 16:31,6/20/24 16:40,105.224.83.70,,,,,7432749956,22,Male,male,African,,Other (please specify),south african,Christian,,,,,,,,,,,seventh day adventist,80,Occasionally,Very much so,More than once a week,More than once a week,Often,2,2,5,"6, Extremely disgusting","0, Not disgusting at all",2,2,3,"6, Extremely disgusting",2,3,"6, Extremely disgusting","6, Extremely disgusting",4,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",5,"6, Extremely disgusting",4,0,0,0,5,"1, Strongly Disagree",7,3 – about once every two or three months,3 – about once every two or three months,2 – very seldom,3,1,1,3,4,5,3,4,4,5,4,3,3,"6, Strongly agree","6, Strongly agree",4,2,4,3
1.10016E+11,270409977,6/20/24 16:23,6/20/24 16:40,190.44.238.219,,,,,3208503908,25,Male,male,Latino/Hispanic,,Other (please specify),Chile,None,,,,,,,,,,,,30,Often,Quite a bit,Less often,Less often,Occasionally,4,4,3,"6, Extremely disgusting","0, Not disgusting at all",2,3,2,2,2,3,4,3,3,4,2,"6, Extremely disgusting",4,2,2,3,1,0,0,4,2,3,2 – very seldom,1 – never,1 – never,4,1,3,1,4,4,3,2,"6, Strongly agree",5,3,3,"6, Strongly agree",4,4,5,3,3,5
1.10016E+11,270409977,6/20/24 16:33,6/20/24 16:40,176.107.34.142,,,,,738895074,26,Male,Male,White/Caucasian,,Other (please specify),Poland,Christian,,Catholic,,,,,,,,,,5,Rarely,Not very much,Less often,Never,Never,2,2,5,5,2,2,2,4,3,4,3,5,4,3,4,5,5,4,3,4,3,0,0,0,"1, Strongly Disagree","1, Strongly Disagree",5,6 – about once a week,2 – very seldom,1 – never,3,2,3,2,3,3,3,4,3,3,3,3,3,4,3,3,3,2,2
1.10016E+11,270409977,6/20/24 16:32,6/20/24 16:40,82.132.232.154,,,,,7837272291,31,Female,Female,White/Caucasian,,Other (please specify),Poland,Christian,,Catholic,,,,,,,,,,14,Never,Not very much,A few times a year,Never,Never,2,3,"6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all","0, Not disgusting at all","0, Not disgusting at all","0, Not disgusting at all",4,2,3,3,2,3,5,2,"6, Extremely disgusting",5,3,2,"6, Extremely disgusting",0,0,0,"9, Strongly agree",3,6,2 – very seldom,2 – very seldom,2 – very seldom,2,1,1,1,5,5,4,4,1,3,"0, Strongly disagree",4,4,4,5,5,4,5,3
1.10016E+11,270409977,6/20/24 16:32,6/20/24 16:39,41.13.136.220,,,,,2374898426,30,Female,female,African,,Other (please specify),south africa,Christian,,,,,,,,,Baptist,,,92,Often,Very much so,More than once a week,More than once a week,Very often,3,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",4,4,3,3,3,"6, Extremely disgusting",4,4,"0, Not disgusting at all","6, Extremely disgusting","0, Not disgusting at all",3,2,4,2,4,4,1,1,1,"1, Strongly Disagree",2,"9, Strongly agree",1 – never,1 – never,1 – never,5,1,1,2,2,5,3,4,3,3,4,4,3,3,"6, Strongly agree",3,4,4,3
1.10016E+11,270409977,6/20/24 16:30,6/20/24 16:39,1.145.66.106,,,,,8753896170,24,Female,Female,White/Caucasian,,Other (please specify),Australia ,Christian,,,,,,,,,,,Jehovah’s Witness,100,Very often,Very much so,More than once a week,More than once a week,Often,5,"6, Extremely disgusting","6, Extremely disgusting",5,"6, Extremely disgusting",2,5,"6, Extremely disgusting",3,"6, Extremely disgusting","6, Extremely disgusting",4,"6, Extremely disgusting","6, Extremely disgusting",4,5,"6, Extremely disgusting",4,5,"6, Extremely disgusting",4,0,2,3,"1, Strongly Disagree","1, Strongly Disagree",8,2 – very seldom,1 – never,1 – never,3,1,1,4,4,5,4,5,3,3,5,2,5,5,4,"6, Strongly agree",2,1,3
1.10016E+11,270409977,6/20/24 16:31,6/20/24 16:39,187.188.243.179,,,,,5192137338,30,Male,Male,Latino/Hispanic,,Mexico,,Christian,,Catholic,,,,,,,,,,0,Never,Not at all,Never,Never,Never,"6, Extremely disgusting","0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all","0, Not disgusting at all",3,"0, Not disgusting at all","0, Not disgusting at all",3,"0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",2,"6, Extremely disgusting","6, Extremely disgusting",3,4,"0, Not disgusting at all",4,3,2,2,"9, Strongly agree","9, Strongly agree","1, Strongly Disagree",7 – several times per week,4 – about once a month,2 – very seldom,5,1,1,3,5,5,1,4,4,4,4,4,4,"6, Strongly agree",4,5,"0, Strongly disagree","0, Strongly disagree",5
1.10016E+11,270409977,6/20/24 16:32,6/20/24 16:39,174.112.214.154,,,,,7507695311,26,Male,Male,East Asian,,Canada,,None,,,,,,,,,,,,0,Rarely,Not at all,Never,Never,Never,2,3,"6, Extremely disgusting",5,3,2,3,3,2,4,3,5,3,2,5,"6, Extremely disgusting",2,2,4,"0, Not disgusting at all",3,0,0,0,7,6,8,4 – about once a month,2 – very seldom,3 – about once every two or three months,4,1,3,1,5,5,3,4,5,5,5,3,4,"6, Strongly agree",2,4,3,3,4
1.10016E+11,270409977,6/20/24 16:32,6/20/24 16:39,91.166.55.143,,,,,2020839493,49,Male,Male,White/Caucasian,,France,,None,,,,,,,,,,,,1,Never,Not at all,Never,Never,Never,3,2,5,5,"0, Not disgusting at all",4,5,4,2,"6, Extremely disgusting","6, Extremely disgusting",5,"6, Extremely disgusting",2,4,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",4,"0, Not disgusting at all","6, Extremely disgusting",0,5–6,5–6,6,6,4,4 – about once a month,4 – about once a month,7 – several times per week,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1.10016E+11,270409977,6/20/24 16:29,6/20/24 16:39,86.189.159.135,,,,,3247530684,18,Male,male,Middle Eastern,,United Kingdom,,None,,,,,,,,,,,,0,Never,Not very much,Never,Never,Never,"0, Not disgusting at all",5,"6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",4,3,2,2,2,3,"6, Extremely disgusting","6, Extremely disgusting",2,4,3,"6, Extremely disgusting","6, Extremely disgusting",4,"0, Not disgusting at all",5,0,0,0,8,6,3,9 – at least once a day,7 – several times per week,4 – about once a month,4,1,1,1,5,4,4,3,4,1,2,4,4,5,3,5,3,5,3
1.10016E+11,270409977,6/20/24 16:33,6/20/24 16:39,94.132.97.202,,,,,765615574,29,Female,female,White/Caucasian,,Other (please specify),Portugal,None,,,,,,,,,,,,20,Occasionally,Not very much,Never,Never,Rarely,3,4,"6, Extremely disgusting",4,"0, Not disgusting at all",2,"0, Not disgusting at all","0, Not disgusting at all",3,4,"6, Extremely disgusting",5,3,4,3,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",5,4,"6, Extremely disgusting",1,0,1,7,3,5,4 – about once a month,2 – very seldom,1 – never,3,2,2,3,5,5,3,3,5,2,4,5,5,"6, Strongly agree","6, Strongly agree","6, Strongly agree",4,5,5
1.10016E+11,270409977,6/20/24 16:25,6/20/24 16:39,163.116.231.101,,,,,8280179683,27,Female,Woman,Latino/Hispanic,,Mexico,,None,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7–9,20 or more,7,"9, Strongly agree","1, Strongly Disagree",7 – several times per week,7 – several times per week,2 – very seldom,5,2,4,2,3,3,3,4,3,5,1,"6, Strongly agree",4,"6, Strongly agree",2,4,5,4,3
1.10016E+11,270409977,6/20/24 16:31,6/20/24 16:39,189.173.47.240,,,,,5830695297,20,Female,female,Latino/Hispanic,,Mexico,,None,,,,,,,,,,,,14,Rarely,Quite a bit,Less often,Less often,Rarely,"0, Not disgusting at all",2,2,"0, Not disgusting at all",2,3,2,2,2,3,4,4,4,2,4,"0, Not disgusting at all",5,4,3,4,4,0,0,0,8,7,6,5 – about once every two weeks,3 – about once every two or three months,2 – very seldom,5,4,3,3,4,4,4,5,4,5,4,3,4,4,3,5,2,4,3
1.10016E+11,270409977,6/20/24 16:31,6/20/24 16:39,45.243.213.38,,,,,2244434386,22,Male,male,Middle Eastern,,Other (please specify),Egypt,Muslim,,,,,,,,,,,,90,Very often,Very much so,Once a week,More than once a week,Very often,4,"6, Extremely disgusting",4,"6, Extremely disgusting",2,2,2,"6, Extremely disgusting",3,5,3,"6, Extremely disgusting","6, Extremely disgusting",5,2,"6, Extremely disgusting","0, Not disgusting at all",2,5,"6, Extremely disgusting",4,0,0,0,2,"1, Strongly Disagree","9, Strongly agree",4 – about once a month,5 – about once every two weeks,2 – very seldom,4,1,1,3,2,5,4,5,"6, Strongly agree",4,"6, Strongly agree",1,3,"6, Strongly agree",4,"6, Strongly agree",5,5,3
1.10016E+11,270409977,6/20/24 16:32,6/20/24 16:39,176.224.186.163,,,,,7016250951,24,Female,Female ,Mixed,,Other (please specify),Tunisian,Muslim,,,,,,,,,,,,100,Occasionally,Very much so,Three times a month,More than once a week,Often,2,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",2,2,5,"6, Extremely disgusting",5,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",5,"6, Extremely disgusting",5,5,"6, Extremely disgusting","6, Extremely disgusting",5,"6, Extremely disgusting",5,0,0,0,"1, Strongly Disagree","1, Strongly Disagree","9, Strongly agree",1 – never,1 – never,1 – never,4,1,3,4,5,5,5,4,3,4,2,3,3,3,4,2,4,4,3
1.10016E+11,270409977,6/20/24 16:29,6/20/24 16:39,187.189.41.13,,,,,284701893,40,Male,Male,Latino/Hispanic,,Mexico,,None,,,,,,,,,,,,32,Rarely,Not very much,Less often,Three times a month,Rarely,"6, Extremely disgusting",5,"6, Extremely disgusting","6, Extremely disgusting",2,"0, Not disgusting at all",4,2,5,4,4,4,"6, Extremely disgusting",5,4,4,4,5,5,2,5,1,1,3,3,3,3,5 – about once every two weeks,3 – about once every two or three months,2 – very seldom,3,1,3,3,4,4,2,3,4,3,3,3,3,2,4,2,3,4,3
1.10016E+11,270409977,6/20/24 16:32,6/20/24 16:39,177.228.98.2,,,,,6081729772,31,Male,Male,Latino/Hispanic,,Mexico,,None,,,,,,,,,,,,5,Rarely,Not very much,Less often,Never,Never,5,2,"6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",4,4,"0, Not disgusting at all",3,4,4,5,4,2,5,5,2,"6, Extremely disgusting",4,"0, Not disgusting at all",2,1,1,0,7,8,2,8 – nearly every day,2 – very seldom,8 – nearly every day,2,2,2,1,4,4,2,4,3,"6, Strongly agree",4,4,5,4,3,4,2,3,2
1.10016E+11,270409977,6/20/24 16:31,6/20/24 16:39,79.41.222.84,,,,,6900931918,18,Male,Male,White/Caucasian,,Italy,,Christian,,Catholic,,,,,,,,,,15,Never,Not very much,A few times a year,A few times a year,Rarely,3,2,4,5,2,5,4,5,5,3,3,5,"6, Extremely disgusting",3,5,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",5,5,"6, Extremely disgusting",0,0,0,8,4,5,4 – about once a month,4 – about once a month,5 – about once every two weeks,3,2,2,1,4,5,2,3,4,4,5,4,4,"6, Strongly agree",3,3,4,3,4
1.10016E+11,270409977,6/20/24 16:26,6/20/24 16:39,83.28.171.3,,,,,8.96E+09,28,Male,Male ,White/Caucasian,,Other (please specify),Poland ,None,,,,,,,,,,,,0,Rarely,Not at all,Less often,Never,Never,"6, Extremely disgusting",2,5,"6, Extremely disgusting","0, Not disgusting at all","0, Not disgusting at all",3,"0, Not disgusting at all",2,"6, Extremely disgusting","0, Not disgusting at all",2,"6, Extremely disgusting",2,3,2,2,2,3,4,4,1,2,2,8,"1, Strongly Disagree",4,3 – about once every two or three months,2 – very seldom,1 – never,3,1,1,1,5,5,3,4,3,3,4,4,4,5,5,5,3,3,4
1.10016E+11,270409977,6/20/24 16:29,6/20/24 16:39,41.71.111.154,,,,,7439904184,24,Female,Female,African,,Other (please specify),South African ,Christian,,,,,,Lutheran,,,,,,75,Very often,Very much so,Three times a month,Once a week,Very often,"0, Not disgusting at all",2,4,"6, Extremely disgusting","0, Not disgusting at all",2,"0, Not disgusting at all",3,3,"6, Extremely disgusting","6, Extremely disgusting",5,4,4,3,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",4,"6, Extremely disgusting","6, Extremely disgusting",1,2,2,5,"1, Strongly Disagree",7,2 – very seldom,2 – very seldom,1 – never,3,1,1,1,5,5,2,"0, Strongly disagree",5,4,4,"0, Strongly disagree",3,5,4,2,"6, Strongly agree","6, Strongly agree",3
1.10016E+11,270409977,6/20/24 16:30,6/20/24 16:39,173.182.133.141,,,,,1305783768,35,Female,Female ,South Asian,,Other (please specify),India,Hindu,,,,,,,,,,,,12,Rarely,Very much so,A few times a year,Less often,Very often,"6, Extremely disgusting","6, Extremely disgusting",4,"6, Extremely disgusting",5,4,5,"6, Extremely disgusting",5,"6, Extremely disgusting","6, Extremely disgusting",4,"6, Extremely disgusting","6, Extremely disgusting",4,"6, Extremely disgusting","6, Extremely disgusting",5,"6, Extremely disgusting","6, Extremely disgusting",5,1,1,1,4,"1, Strongly Disagree","9, Strongly agree",1 – never,1 – never,1 – never,4,3,3,4,4,4,3,3,2,2,"0, Strongly disagree",2,5,5,3,4,2,2,2
1.10016E+11,270409977,6/20/24 16:23,6/20/24 16:38,149.200.86.8,,,,,3908827895,21,Female,non-binary (agender),White/Caucasian,,Other (please specify),Hungary,None,,,,,,,,,,,,25,Occasionally,Not very much,Never,Never,Occasionally,5,2,"6, Extremely disgusting","6, Extremely disgusting",2,"0, Not disgusting at all",4,"0, Not disgusting at all",5,"6, Extremely disgusting","6, Extremely disgusting",5,3,"6, Extremely disgusting",5,2,"6, Extremely disgusting","6, Extremely disgusting",4,2,"0, Not disgusting at all",0,0,0,2,"1, Strongly Disagree",5,1 – never,1 – never,1 – never,5,3,2,1,5,5,1,2,5,4,4,2,4,5,5,4,4,2,5
1.10016E+11,270409977,6/20/24 16:32,6/20/24 16:38,75.156.178.72,,,,,4180479424,22,Male,Male,East Asian,,Canada,,None,,,,,,,,,,,,0,Occasionally,Not very much,Never,Never,Never,3,2,4,5,"0, Not disgusting at all",2,3,2,4,5,3,5,2,2,5,5,"0, Not disgusting at all",3,3,2,5,1,0,0,6,3,4,2 – very seldom,4 – about once a month,3 – about once every two or three months,3,1,1,1,5,5,2,3,5,3,3,4,5,"6, Strongly agree",4,4,3,4,4
1.10016E+11,270409977,6/20/24 16:28,6/20/24 16:38,41.144.1.104,,,,,2389011321,21,Female,Female,African,,Other (please specify),South African,Christian,,Catholic,Protestant,Orthodox,Pentecostal,Lutheran,Methodist,Anglican,Baptist,,,99,Occasionally,Very much so,Once a week,More than once a week,Very often,5,2,"6, Extremely disgusting","6, Extremely disgusting",3,3,"6, Extremely disgusting",4,5,"6, Extremely disgusting",3,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",4,3,"6, Extremely disgusting",7–9,7–9,5–6,4,5,5,7 – several times per week,8 – nearly every day,6 – about once a week,5,1,1,3,4,5,2,3,3,3,2,2,3,3,3,5,3,3,3
1.10016E+11,270409977,6/20/24 16:31,6/20/24 16:38,176.58.226.130,,,,,4092023615,41,Male,Male,White/Caucasian,,Other (please specify),Greek,None,,,,,,,,,,,,0,Never,Not at all,Never,Never,Never,4,"0, Not disgusting at all",4,5,"0, Not disgusting at all","0, Not disgusting at all",3,"0, Not disgusting at all",2,"6, Extremely disgusting","0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",4,4,4,5,5,"0, Not disgusting at all",4,2,4,7–9,"9, Strongly agree",8,"1, Strongly Disagree",6 – about once a week,4 – about once a month,2 – very seldom,2,1,1,1,5,5,1,"6, Strongly agree","0, Strongly disagree",2,"6, Strongly agree","6, Strongly agree",4,"6, Strongly agree",1,"6, Strongly agree",2,1,4
1.10016E+11,270409977,6/20/24 16:33,6/20/24 16:38,87.202.171.185,,,,,7293733642,27,Male,male,White/Caucasian,,Other (please specify),greek,Christian,,,,Orthodox,,,,,,,,65,Occasionally,Very much so,One time a month,More than once a week,Often,5,"0, Not disgusting at all",3,"0, Not disgusting at all","0, Not disgusting at all","0, Not disgusting at all",3,"0, Not disgusting at all","0, Not disgusting at all",3,"0, Not disgusting at all",2,"0, Not disgusting at all","0, Not disgusting at all","0, Not disgusting at all","0, Not disgusting at all","0, Not disgusting at all",2,"0, Not disgusting at all","0, Not disgusting at all","0, Not disgusting at all",1,4,4,"9, Strongly agree","9, Strongly agree",6,2 – very seldom,2 – very seldom,6 – about once a week,3,2,3,4,3,4,2,2,3,2,4,4,2,4,3,3,3,2,4
1.10016E+11,270409977,6/20/24 16:25,6/20/24 16:38,189.231.13.83,,,,,1380353371,32,Male,Male,Latino/Hispanic,,Mexico,,None,,,,,,,,,,,,0,Rarely,Not at all,Never,Never,Never,"0, Not disgusting at all",3,5,"0, Not disgusting at all",2,5,2,2,4,"0, Not disgusting at all",2,4,"0, Not disgusting at all",2,"6, Extremely disgusting","0, Not disgusting at all",2,5,"0, Not disgusting at all",3,4,0,0,0,7,"9, Strongly agree",3,6 – about once a week,2 – very seldom,1 – never,1,1,2,1,4,2,2,5,2,2,5,"6, Strongly agree",2,5,4,"6, Strongly agree",2,2,1
1.10016E+11,270409977,6/20/24 16:24,6/20/24 16:38,115.40.55.184,,,,,2051154428,35,Male,Male,White/Caucasian,,Germany,,None,,,,,,,,,,,,0,Rarely,Not very much,Never,Never,Never,5,"0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",2,3,"0, Not disgusting at all",3,"6, Extremely disgusting","0, Not disgusting at all",3,5,2,2,4,4,"6, Extremely disgusting",5,2,4,1,0,0,8,"1, Strongly Disagree","9, Strongly agree",2 – very seldom,2 – very seldom,2 – very seldom,4,1,1,1,5,5,1,5,3,1,4,4,2,4,4,5,3,4,1
1.10016E+11,270409977,6/20/24 16:27,6/20/24 16:38,41.90.181.92,,,,,5349430156,20,Male,boy,African,,Other (please specify),kenyan,Christian,,,Protestant,,,,,,,,,40,Often,Moderately,Once a week,More than once a week,Occasionally,3,"6, Extremely disgusting","6, Extremely disgusting",4,2,3,4,5,4,4,5,"6, Extremely disgusting",4,5,2,"0, Not disgusting at all",3,4,2,5,3,3,2,2,7,7,2,7 – several times per week,7 – several times per week,7 – several times per week,2,1,1,2,5,5,3,3,"6, Strongly agree",4,4,2,5,"6, Strongly agree","6, Strongly agree",1,2,"6, Strongly agree",5
1.10016E+11,270409977,6/20/24 16:24,6/20/24 16:38,41.13.228.234,,,,,6573347347,25,Female,female,African,,Other (please specify),South Africa,Christian,,,,,,,,,Baptist,,,100,Very often,Very much so,More than once a week,More than once a week,Very often,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",4,"6, Extremely disgusting","6, Extremely disgusting",3,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",1,0,1,"1, Strongly Disagree","1, Strongly Disagree","9, Strongly agree",1 – never,1 – never,1 – never,3,1,1,3,5,5,2,"6, Strongly agree","6, Strongly agree",3,"6, Strongly agree","0, Strongly disagree",4,"6, Strongly agree","6, Strongly agree","6, Strongly agree","6, Strongly agree","6, Strongly agree","6, Strongly agree"
1.10016E+11,270409977,6/20/24 16:27,6/20/24 16:37,46.189.177.39,,,,,15809405,22,Female,Female,White/Caucasian,,Canada,,None,,,,,,,,,,,,0,Occasionally,Moderately,Never,Never,Rarely,2,4,"6, Extremely disgusting",5,2,"6, Extremely disgusting","0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",5,4,"6, Extremely disgusting",1,1,5–6,8,3,"1, Strongly Disagree",6 – about once a week,5 – about once every two weeks,6 – about once a week,5,1,2,2,3,3,2,4,3,5,4,5,4,3,2,4,2,3,3
1.10016E+11,270409977,6/20/24 16:32,6/20/24 16:37,2.80.98.120,,,,,2237984497,23,Male,Male,Latino/Hispanic,,Other (please specify),Brazilian,Christian,,Catholic,,,,,,,,,,65,Occasionally,Very much so,One time a month,More than once a week,Occasionally,5,5,"6, Extremely disgusting","6, Extremely disgusting",2,3,5,2,3,5,2,5,"6, Extremely disgusting",5,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",5,4,3,5,0,0,0,7,5,7,2 – very seldom,2 – very seldom,2 – very seldom,3,2,2,1,4,4,3,4,2,1,4,4,4,5,4,4,3,3,1
1.10016E+11,270409977,6/20/24 16:31,6/20/24 16:37,142.114.191.100,,,,,2.00E+09,20,Female,Woman,East Asian,,Canada,,None,,,,,,,,,,,,0,Rarely,Quite a bit,A few times a year,A few times a year,Rarely,5,2,"6, Extremely disgusting","6, Extremely disgusting",3,3,"6, Extremely disgusting",2,3,5,5,"6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",5,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",2,4,0,0,0,6,4,2,1 – never,1 – never,1 – never,2,1,1,1,5,5,3,"6, Strongly agree",1,3,4,4,4,"6, Strongly agree",3,"6, Strongly agree",4,4,4
1.10016E+11,270409977,6/20/24 16:31,6/20/24 16:37,99.231.205.35,,,,,605479897,35,Female,female,South Asian,,Canada,,Hindu,,,,,,,,,,,,89,Often,Very much so,Once a week,More than once a week,Very often,"6, Extremely disgusting",5,4,"6, Extremely disgusting",4,4,"6, Extremely disgusting","6, Extremely disgusting",4,4,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",5,5,"6, Extremely disgusting",5,"6, Extremely disgusting","6, Extremely disgusting",5,1,0,1,"1, Strongly Disagree","1, Strongly Disagree","1, Strongly Disagree",1 – never,1 – never,1 – never,3,3,3,3,3,4,3,4,4,4,4,4,4,2,4,2,4,4,5
1.10016E+11,270409977,6/20/24 16:28,6/20/24 16:37,31.35.116.165,,,,,9438200248,32,Female,female,Black/African American,,Other (please specify),ghanaian,Christian,,,,,,,,,,Presbyterian,,100,Often,Very much so,Once a week,More than once a week,Very often,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",3,"6, Extremely disgusting",3,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",3,"6, Extremely disgusting",3,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",1,1,0,"1, Strongly Disagree","1, Strongly Disagree","9, Strongly agree",1 – never,1 – never,1 – never,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
